Event,Zone,Region,Category,Start Date,End Date,Year,Insured Cost,NSW,VIC,QLD,ACT,TAS,SA,NT,WA,Waters
Cyclone Aivu,"Queensland , New South Wales",Rockhampton,Cyclone,1989-04-04,1989-04-20,1989,26000000.0,1,0,1,0,0,0,0,0,0
Cyclone Aivu,"Queensland , New South Wales",Lismore (NSW),Cyclone,1989-04-04,1989-04-20,1989,26000000.0,1,0,1,0,0,0,0,0,0
Cyclone Herbie,Western Australia,Dampier,Cyclone,1988-05-21,1988-05-22,1988,20000000.0,0,0,0,0,0,0,0,1,0
Cyclone Winifred,Queensland,Cairns,Cyclone,1986-01-27,1986-02-05,1986,40000000.0,0,0,1,0,0,0,0,0,0
Cyclone Hazel,Western Australia,Carnarvon,Cyclone,1979-03-01,1979-03-01,1979,15000000.0,0,0,0,0,0,0,0,1,0
Cyclone Alby,Western Australia,Perth,Cyclone,1978-03-27,1978-04-04,1978,13000000.0,0,0,0,0,0,0,0,1,0
Cyclone Joan,Western Australia,Port Hedland,Cyclone,1975-12-08,1975-12-09,1975,20000000.0,0,0,0,0,0,0,0,1,0
Cyclone Tracy,Northern Territory,Darwin,Cyclone,1974-12-25,1974-12-25,1974,200000000.0,0,0,0,0,0,0,1,0,0
Cyclone Emily,Queensland,Bundaberg,Cyclone,1972-03-27,1972-04-02,1972,15000000.0,0,0,1,0,0,0,0,0,0
Cyclone Emily,Queensland,Rockhampton,Cyclone,1972-03-27,1972-04-02,1972,15000000.0,0,0,1,0,0,0,0,0,0
Cyclone Althea,Queensland,Townsville,Cyclone,1971-12-24,1971-12-27,1971,25000000.0,0,0,1,0,0,0,0,0,0
Cyclone Ada,Queensland,Mackay,Cyclone,1970-01-17,1970-01-19,1970,12000000.0,0,0,1,0,0,0,0,0,0
Cyclone Audrey,Northern Territory,Coburg Peninsula,Cyclone,1969-02-28,1969-03-09,1969,700000.0,0,0,0,0,0,0,1,0,0
Cyclone Glenda,Queensland,Brisbane,Cyclone,1967-04-02,1967-04-04,1967,14000000.0,0,0,1,0,0,0,0,0,0
Cyclone Agnes,Queensland,Cairns,Cyclone,1956-03-06,1956-03-07,1956,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - Mackay,Queensland,Mackay,Cyclone,1955-03-07,1955-03-07,1955,700000.0,0,0,1,0,0,0,0,0,0
"Cyclone - Cyclone Grant, Katherine Floods, Train Derailment, Chemical Spill",Northern Territory,Katherine,Cyclone,2011-12-25,2011-12-27,2011,122465000.0,0,0,0,0,0,0,1,0,0
Cyclone - The Great Gold coast cyclone Southern Queensland and Northern New South Wales,Queensland,Brisbane,Cyclone,1954-02-19,1954-02-22,1954,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - The Great Gold coast cyclone Southern Queensland and Northern New South Wales,Queensland,Lismore (QLD),Cyclone,1954-02-19,1954-02-22,1954,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - TC119 Coastal Queensland and New South Wales,"Queensland , New South Wales",Brisbane,Cyclone,1950-01-16,1950-01-19,1950,700000.0,1,0,1,0,0,0,0,0,0
Cyclone - TC119 Coastal Queensland and New South Wales,"Queensland , New South Wales",Cairns,Cyclone,1950-01-16,1950-01-19,1950,700000.0,1,0,1,0,0,0,0,0,0
Cyclone - TC119 Coastal Queensland and New South Wales,"Queensland , New South Wales",Sydney,Cyclone,1950-01-16,1950-01-19,1950,700000.0,1,0,1,0,0,0,0,0,0
Cyclone - Rockhampton,Queensland,Bundaberg,Cyclone,1949-03-02,1949-03-03,1949,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - Rockhampton,Queensland,Rockhampton,Cyclone,1949-03-02,1949-03-03,1949,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - Cape York and Townsville,Queensland,Cairns,Cyclone,1934-03-12,1934-03-13,1934,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - Cape York and Townsville,Queensland,Townsville,Cyclone,1934-03-12,1934-03-13,1934,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - Innisfail ,Queensland,Cairns,Cyclone,1918-03-10,1918-03-10,1918,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - Mackay ,Queensland,Mackay,Cyclone,1918-01-20,1918-01-22,1918,700000.0,0,0,1,0,0,0,0,0,0
Cyclone - Balla Balla,Western Australia,Port Hedland,Cyclone,1912-03-20,1912-03-22,1912,700000.0,0,0,0,0,0,0,0,1,0
"Cyclone - Broome, Lacepede Islands",Western Australia,Broome,Cyclone,1935-03-25,,1935,700000.0,0,0,0,0,0,0,0,1,0
"Cyclone - Broome, Lacepede Islands",Western Australia,Lacepede Islands,Cyclone,1935-03-25,,1935,700000.0,0,0,0,0,0,0,0,1,0
Cyclone Broome,Western Australia,Broome,Cyclone,1910-11-19,1910-11-19,1910,700000.0,0,0,0,0,0,0,0,1,0
Cyclone - Cooktown,Queensland,Cooktown,Cyclone,1907-01-19,1907-01-19,1907,700000.0,0,0,1,0,0,0,0,0,0
Cyclone Leonta,Queensland,Townsville,Cyclone,1903-03-09,1903-03-09,1903,700000.0,0,0,1,0,0,0,0,0,0
Earthquake - Beachport and Robe,South Australia,Mount Gambier (SA),Earthquake,1897-05-10,1897-05-10,1897,700000.0,0,0,0,0,0,1,0,0,0
Earthquake - Japan,Offshore,Antarctica,Earthquake,2011-03-11,2011-03-11,2011,122465000.0,0,0,0,0,0,0,0,0,1
Earthquake - Japan,Offshore,Christmas and Cocos Islands,Earthquake,2011-03-11,2011-03-11,2011,122465000.0,0,0,0,0,0,0,0,0,1
Earthquake - Japan,Offshore,Lord Howe and Norfolk Islands,Earthquake,2011-03-11,2011-03-11,2011,122465000.0,0,0,0,0,0,0,0,0,1
Earthquake - Japan,Offshore,Outside Territorial Waters,Earthquake,2011-03-11,2011-03-11,2011,122465000.0,0,0,0,0,0,0,0,0,1
Earthquake - Japan,Offshore,Territorial Waters,Earthquake,2011-03-11,2011-03-11,2011,122465000.0,0,0,0,0,0,0,0,0,1
Earthquake - Christchurch - New Zealand,Offshore,Outside Territorial Waters,Earthquake,2011-02-22,2011-02-22,2011,370000000.0,0,0,0,0,0,0,0,0,1
Earthquake - Sumatra,Offshore,Outside Territorial Waters,Earthquake,2009-09-30,2009-09-30,2009,48000000.0,0,0,0,0,0,0,0,0,1
"Earthquake â€“ Hunter Valley, Ellalong and Cessnock",New South Wales,Sydney,Earthquake,1994-08-06,1994-08-06,1994,37200000.0,1,0,0,0,0,0,0,0,0
Earthquake - Newcastle,New South Wales,Sydney,Earthquake,1989-12-28,1989-12-29,1989,862000000.0,1,0,0,0,0,0,0,0,0
Earthquake - Tennant Creek,Northern Territory,Tennant Creek,Earthquake,1988-01-22,1988-01-22,1988,20000000.0,0,0,0,0,0,0,1,0,0
Earthquake - Meckering and Region,Western Australia,Merredin,Earthquake,1968-10-14,1968-10-14,1968,1500000.0,0,0,0,0,0,0,0,1,0
Earthquake - Victoria ,Victoria,Alpine National Park,Earthquake,2021-09-22,2021-09-22,2021,110533377.0,0,1,0,0,0,0,0,0,0
Earthquake - Adelaide,South Australia,Adelaide,Earthquake,1954-03-01,1954-03-01,1954,700000.0,0,0,0,0,0,1,0,0,0
Environment Federation Drought,"New South Wales , South Australia , Western Australia , Northern Territory , Tasmania",Sydney,Environment,1895-01-01,1902-01-01,1895,700000.0,1,0,0,0,1,1,1,1,0
Environment Federation Drought,"New South Wales , South Australia , Western Australia , Northern Territory , Tasmania",Adelaide,Environment,1895-01-01,1902-01-01,1895,700000.0,1,0,0,0,1,1,1,1,0
Environment Federation Drought,"New South Wales , South Australia , Western Australia , Northern Territory , Tasmania",Perth,Environment,1895-01-01,1902-01-01,1895,700000.0,1,0,0,0,1,1,1,1,0
Environment Federation Drought,"New South Wales , South Australia , Western Australia , Northern Territory , Tasmania",Darwin,Environment,1895-01-01,1902-01-01,1895,700000.0,1,0,0,0,1,1,1,1,0
Environment Federation Drought,"New South Wales , South Australia , Western Australia , Northern Territory , Tasmania",Hobart,Environment,1895-01-01,1902-01-01,1895,700000.0,1,0,0,0,1,1,1,1,0
Environment- Bushfire pollution,New South Wales,Sydney,Environment,2013-10-22,2013-11-02,2013,89000000.0,1,0,0,0,0,0,0,0,0
Environment - Drought,New South Wales,New South Wales,Environment,2012-04-01,2014-01-31,2012,364000000.0,1,0,0,0,0,0,0,0,0
Environment - South-West WA Drought,Western Australia,Meekatharra,Environment,2000-04-01,2001-08-22,2000,12000000.0,0,0,0,0,0,0,0,1,0
Environment - Central Wheatbelt Western Australia,Western Australia,Merredin,Environment,1998-09-19,1998-09-23,1998,98000000.0,0,0,0,0,0,0,0,1,0
Environment - The big dry,National,National,Environment,1996-01-01,2012-04-30,1996,15000000.0,1,1,1,1,1,1,1,1,0
Environment - Tasmania and Victoria Drought,"Tasmania , Victoria , South Australia",Cooma (VIC),Environment,1996-10-01,2000-09-30,1996,15000000.0,0,1,0,0,1,1,0,0,0
Environment - Tasmania and Victoria Drought,"Tasmania , Victoria , South Australia",Ceduna,Environment,1996-10-01,2000-09-30,1996,15000000.0,0,1,0,0,1,1,0,0,0
Environment - Tasmania and Victoria Drought,"Tasmania , Victoria , South Australia",Hobart,Environment,1996-10-01,2000-09-30,1996,15000000.0,0,1,0,0,1,1,0,0,0
Environment - Tasmania and Victoria Drought,"Tasmania , Victoria , South Australia",Launceston,Environment,1996-10-01,2000-09-30,1996,15000000.0,0,1,0,0,1,1,0,0,0
Environment - Tasmania and Victoria Drought,"Tasmania , Victoria , South Australia",Melbourne,Environment,1996-10-01,2000-09-30,1996,15000000.0,0,1,0,0,1,1,0,0,0
Environment - Eastern and Northern Australia Severe Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Brisbane,Environment,1991-01-01,1996-10-01,1991,22500000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern and Northern Australia Severe Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Sydney,Environment,1991-01-01,1996-10-01,1991,22500000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern and Northern Australia Severe Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Canberra (ACT),Environment,1991-01-01,1996-10-01,1991,22500000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern and Northern Australia Severe Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Adelaide,Environment,1991-01-01,1996-10-01,1991,22500000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern and Northern Australia Severe Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Perth,Environment,1991-01-01,1996-10-01,1991,22500000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern and Northern Australia Severe Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Darwin,Environment,1991-01-01,1996-10-01,1991,22500000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern and Northern Australia Severe Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Hobart,Environment,1991-01-01,1996-10-01,1991,22500000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern and Northern Australia Severe Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Melbourne,Environment,1991-01-01,1996-10-01,1991,22500000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern Australia Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Brisbane,Environment,1982-04-01,1983-03-01,1982,700000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern Australia Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Sydney,Environment,1982-04-01,1983-03-01,1982,700000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern Australia Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Canberra (ACT),Environment,1982-04-01,1983-03-01,1982,700000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern Australia Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Adelaide,Environment,1982-04-01,1983-03-01,1982,700000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern Australia Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Perth,Environment,1982-04-01,1983-03-01,1982,700000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern Australia Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Darwin,Environment,1982-04-01,1983-03-01,1982,700000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern Australia Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Hobart,Environment,1982-04-01,1983-03-01,1982,700000.0,1,1,1,1,1,1,1,1,0
Environment - Eastern Australia Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Melbourne,Environment,1982-04-01,1983-03-01,1982,700000.0,1,1,1,1,1,1,1,1,0
Environment - National Drought,National,Brisbane,Environment,1958-01-01,1968-09-01,1958,700000.0,1,1,1,1,1,1,1,1,0
Environment - National Drought,National,Sydney,Environment,1958-01-01,1968-09-01,1958,700000.0,1,1,1,1,1,1,1,1,0
Environment - National Drought,National,Canberra (ACT),Environment,1958-01-01,1968-09-01,1958,700000.0,1,1,1,1,1,1,1,1,0
Environment - National Drought,National,Adelaide,Environment,1958-01-01,1968-09-01,1958,700000.0,1,1,1,1,1,1,1,1,0
Environment - National Drought,National,Perth,Environment,1958-01-01,1968-09-01,1958,700000.0,1,1,1,1,1,1,1,1,0
Environment - National Drought,National,Darwin,Environment,1958-01-01,1968-09-01,1958,700000.0,1,1,1,1,1,1,1,1,0
Environment - National Drought,National,Hobart,Environment,1958-01-01,1968-09-01,1958,700000.0,1,1,1,1,1,1,1,1,0
Environment - National Drought,National,Melbourne,Environment,1958-01-01,1968-09-01,1958,700000.0,1,1,1,1,1,1,1,1,0
Environment - Northern Australia,Western Australia,Ashmore Reef,Environment,1951-01-01,1954-04-01,1951,700000.0,0,0,0,0,0,0,0,1,0
Environment - Northern Australia,Western Australia,Bonaparte Archipelago,Environment,1951-01-01,1954-04-01,1951,700000.0,0,0,0,0,0,0,0,1,0
Environment - Northern Australia,Western Australia,Cape Londonderry,Environment,1951-01-01,1954-04-01,1951,700000.0,0,0,0,0,0,0,0,1,0
Environment - Northern Australia,Western Australia,Derby,Environment,1951-01-01,1954-04-01,1951,700000.0,0,0,0,0,0,0,0,1,0
Environment - Northern Australia,Western Australia,Durack Ranges,Environment,1951-01-01,1954-04-01,1951,700000.0,0,0,0,0,0,0,0,1,0
Environment - Northern Australia,Western Australia,Fitzroy Crossing,Environment,1951-01-01,1954-04-01,1951,700000.0,0,0,0,0,0,0,0,1,0
Environment - Northern Australia,Western Australia,Halls Creek,Environment,1951-01-01,1954-04-01,1951,700000.0,0,0,0,0,0,0,0,1,0
Environment - Northern Australia,Western Australia,Lagrange,Environment,1951-01-01,1954-04-01,1951,700000.0,0,0,0,0,0,0,0,1,0
Environment - Northern Australia,Western Australia,Wyndham,Environment,1951-01-01,1954-04-01,1951,700000.0,0,0,0,0,0,0,0,1,0
Environment - World War ll Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Brisbane,Environment,1939-01-01,1945-06-30,1939,700000.0,1,1,1,1,1,1,1,1,0
Environment - World War ll Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Sydney,Environment,1939-01-01,1945-06-30,1939,700000.0,1,1,1,1,1,1,1,1,0
Environment - World War ll Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Canberra (ACT),Environment,1939-01-01,1945-06-30,1939,700000.0,1,1,1,1,1,1,1,1,0
Environment - World War ll Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Adelaide,Environment,1939-01-01,1945-06-30,1939,700000.0,1,1,1,1,1,1,1,1,0
Environment - World War ll Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Perth,Environment,1939-01-01,1945-06-30,1939,700000.0,1,1,1,1,1,1,1,1,0
Environment - World War ll Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Darwin,Environment,1939-01-01,1945-06-30,1939,700000.0,1,1,1,1,1,1,1,1,0
Environment - World War ll Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Hobart,Environment,1939-01-01,1945-06-30,1939,700000.0,1,1,1,1,1,1,1,1,0
Environment - World War ll Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Melbourne,Environment,1939-01-01,1945-06-30,1939,700000.0,1,1,1,1,1,1,1,1,0
Environment- Drought,National,Brisbane,Environment,1918-01-01,1920-01-02,1918,700000.0,1,1,1,1,1,1,1,1,0
Environment- Drought,National,Sydney,Environment,1918-01-01,1920-01-02,1918,700000.0,1,1,1,1,1,1,1,1,0
Environment- Drought,National,Canberra (ACT),Environment,1918-01-01,1920-01-02,1918,700000.0,1,1,1,1,1,1,1,1,0
Environment- Drought,National,Adelaide,Environment,1918-01-01,1920-01-02,1918,700000.0,1,1,1,1,1,1,1,1,0
Environment- Drought,National,Perth,Environment,1918-01-01,1920-01-02,1918,700000.0,1,1,1,1,1,1,1,1,0
Environment- Drought,National,Darwin,Environment,1918-01-01,1920-01-02,1918,700000.0,1,1,1,1,1,1,1,1,0
Environment- Drought,National,Hobart,Environment,1918-01-01,1920-01-02,1918,700000.0,1,1,1,1,1,1,1,1,0
Environment- Drought,National,Melbourne,Environment,1918-01-01,1920-01-02,1918,700000.0,1,1,1,1,1,1,1,1,0
Environment - Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Brisbane,Environment,1911-01-01,1915-12-31,1911,700000.0,1,1,1,1,1,1,1,1,0
Environment - Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Sydney,Environment,1911-01-01,1915-12-31,1911,700000.0,1,1,1,1,1,1,1,1,0
Environment - Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Canberra (ACT),Environment,1911-01-01,1915-12-31,1911,700000.0,1,1,1,1,1,1,1,1,0
Environment - Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Adelaide,Environment,1911-01-01,1915-12-31,1911,700000.0,1,1,1,1,1,1,1,1,0
Environment - Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Perth,Environment,1911-01-01,1915-12-31,1911,700000.0,1,1,1,1,1,1,1,1,0
Environment - Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Darwin,Environment,1911-01-01,1915-12-31,1911,700000.0,1,1,1,1,1,1,1,1,0
Environment - Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Hobart,Environment,1911-01-01,1915-12-31,1911,700000.0,1,1,1,1,1,1,1,1,0
Environment - Drought,"Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Melbourne,Environment,1911-01-01,1915-12-31,1911,700000.0,1,1,1,1,1,1,1,1,0
Health- South Australia and Victoria Heatwave,"Victoria , South Australia",Adelaide,Health,2011-12-30,2012-01-04,2011,122465000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Cooma (VIC),Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Mount Gambier (VIC),Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Murray Bridge (VIC),Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Swan Hill (VIC),Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Warrnambool (VIC),Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Adelaide,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Ceduna,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Coober Pedy,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Cook,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Danggali (SA),Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Lake Blanche,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Lake Eyre,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Lake Maurice,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Leigh Creek,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Marla,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Mount Gambier (SA),Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Murray Bridge (SA),Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Musgrave ranges,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Oodnadatta,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Tarcoola,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Warburton Creek,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Warrnambool (SA),Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Whyalla,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Woomera,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health- South Eastern Australia Heatwave,"Victoria , South Australia",Melbourne,Health,2009-01-27,2009-01-31,2009,48000000.0,0,1,0,0,0,1,0,0,0
Health - South East Queensland Heatwave,Queensland,Brisbane,Health,2000-01-20,2000-01-24,2000,12000000.0,0,0,1,0,0,0,0,0,0
Health - Townsville Heatwave,Queensland,Townsville,Health,1994-01-06,1994-01-10,1994,37000000.0,0,0,1,0,0,0,0,0,0
Health - National Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Brisbane,Health,1972-12-01,1973-02-28,1972,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Sydney,Health,1972-12-01,1973-02-28,1972,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Canberra (ACT),Health,1972-12-01,1973-02-28,1972,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Adelaide,Health,1972-12-01,1973-02-28,1972,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Perth,Health,1972-12-01,1973-02-28,1972,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Darwin,Health,1972-12-01,1973-02-28,1972,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Hobart,Health,1972-12-01,1973-02-28,1972,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,"Australia Wide , Queensland , New South Wales , Australian Capital Territory , South Australia , Western Australia , Northern Territory , Tasmania , Victoria",Melbourne,Health,1972-12-01,1973-02-28,1972,700000.0,1,1,1,1,1,1,1,1,0
Health -  Oodnadatta Heatwave,South Australia,Oodnadatta,Health,1959-12-31,1960-01-03,1959,700000.0,0,0,0,0,0,1,0,0,0
Health - National Heatwave,National,Brisbane,Health,1959-12-01,1960-02-28,1959,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Sydney,Health,1959-12-01,1960-02-28,1959,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Canberra (ACT),Health,1959-12-01,1960-02-28,1959,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Adelaide,Health,1959-12-01,1960-02-28,1959,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Perth,Health,1959-12-01,1960-02-28,1959,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Darwin,Health,1959-12-01,1960-02-28,1959,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Hobart,Health,1959-12-01,1960-02-28,1959,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Melbourne,Health,1959-12-01,1960-02-28,1959,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Brisbane,Health,1939-12-01,1940-02-28,1939,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Sydney,Health,1939-12-01,1940-02-28,1939,700000.0,1,1,1,1,1,1,1,1,0
Health - National Heatwave,National,Canberra (ACT),Health,1939-12-01,1940-02-28,1939,700000.0,1,1,1,1,1,1,1,1,0
